5|3|12|28|45|9
5|4|13|14|37|15
5|5|0|3|2|43
5|6|19|39|20|10
5|7|21|22|13|69
5|8|49|5|14|44
5|9|28|65|25|27
5|10|11|29|47|70
5|11|1|43|2|4
5|12|44|33|54|66
5|13|11|34|30|35
5|14|13|14|37|55
5|15|10|9|68|56
5|16|21|57|22|58
5|17|1|43|0|2
6|0|2|1|0|3
6|1|1|2|0|4
6|2|44|71|6|7
6|3|9|10|45|28
6|4|13|15|37|14
6|5|0|2|3|17
6|6|10|19|20|39
6|7|13|21|22|72
6|8|5|24|44|6
6|9|25|28|50|65
6|10|11|29|47|70
6|11|1|2|4|43
6|12|44|54|5|8
6|13|11|34|64|35
6|14|13|16|15|14
6|15|9|10|28|68
6|16|21|22|58|39
6|17|1|0|43|2
7|0|1|2|0|42
7|1|1|43|4|0
7|2|44|7|6|5
7|3|9|10|39|45
7|4|13|15|37|59
7|5|0|3|2|43
7|6|9|39|10|19
7|7|21|22|13|47
7|8|5|14|44|49
7|9|25|50|28|51
7|10|11|47|29|61
7|11|1|2|43|53
7|12|44|5|54|8
7|13|11|64|34|35
7|14|13|15|37|16
7|15|9|10|56|68
7|16|22|21|39|40
7|17|1|0|43|3
8|0|1|0|2|43
8|1|1|2|4|43
8|2|44|5|7|73
8|3|9|74|10|58
8|4|13|37|14|59
8|5|0|2|3|17
8|6|20|39|9|10
8|7|22|21|13|60
8|8|14|7|67|49
8|9|25|50|28|65
8|10|11|61|29|47
8|11|1|2|53|4
8|12|44|5|8|75
8|13|11|34|35|36
8|14|13|37|16|55
8|15|9|10|56|68
8|16|21|22|40|58
8|17|1|43|2|0
9|0|0|1|2|63
9|1|1|0|2|3
9|2|44|5|7|71
9|3|9|12|39|11
9|4|13|15|37|59
9|5|0|3|4|2
9|6|39|9|20|10
9|7|21|22|13|72
9|8|5|44|7|49
9|9|65|51|25|28
9|10|11|61|29|30
9|11|0|1|3|2
9|12|44|54|5|32
9|13|11|34|64|30
9|14|13|16|37|55
9|15|9|10|38|51
9|16|22|21|58|39
9|17|1|0|43|2
10|0|1|0|2|3
10|1|1|0|2|43
10|2|44|5|7|48
10|3|9|10|45|28
10|4|13|59|15|14
10|5|0|3|2|17
10|6|9|10|39|20
10|7|21|13|22|47
10|8|49|48|14|67
10|9|25|65|50|28
10|10|11|47|29|30
10|11|1|0|2|43
10|12|44|5|8|32
10|13|11|34|30|64
10|14|13|55|37|14
10|15|9|10|68|56
10|16|21|22|58|39
10|17|1|0|43|2
11|0|1|0|2|42
11|1|2|1|0|43
11|2|44|5|7|8
11|3|9|45|67|76
11|4|13|37|15|59
11|5|0|3|2|43
11|6|20|39|19|10
11|7|13|22|21|46
11|8|37|14|67|48
11|9|50|25|65|28
11|10|11|29|47|30
11|11|2|53|43|1
11|12|44|8|54|5
11|13|11|34|30|35
11|14|13|14|37|55
11|15|9|10|68|28
11|16|21|22|58|57
11|17|43|1|0|2
12|0|1|2|63|0
12|1|1|2|41|43
12|2|44|7|24|8
12|3|67|12|58|20
12|4|13|14|59|15
12|5|0|3|2|43
12|6|19|20|9|10
12|7|21|22|13|77
12|8|14|49|24|37
12|9|25|65|50|51
12|10|11|29|47|78
12|11|1|2|43|4
12|12|44|8|33|54
12|13|11|35|34|30
12|14|13|16|14|37
12|15|9|10|56|28
12|16|22|40|58|21
12|17|1|43|2|41
13|0|0|1|2|42
13|1|1|43|2|4
13|2|44|5|7|48
13|3|9|28|45|12
13|4|13|59|37|14
13|5|0|3|2|17
13|6|20|19|39|10
13|7|13|21|22|60
13|8|48|14|49|67
13|9|25|28|65|50
13|10|11|47|61|70
13|11|2|1|53|43
13|12|44|54|33|8
13|13|11|34|30|35
13|14|13|14|37|16
13|15|9|10|56|68
13|16|22|21|57|40
13|17|43|1|2|0
14|0|0|1|2|42
14|1|1|43|0|2
14|2|44|5|7|71
14|3|12|9|76|45
14|4|13|14|37|59
14|5|0|2|3|43
14|6|9|39|20|19
14|7|21|13|22|47
14|8|14|49|67|7
14|9|25|65|51|50
14|10|11|47|29|70
14|11|1|2|4|0
14|12|44|5|54|8
14|13|11|34|35|64
14|14|13|14|37|55
14|15|9|10|56|51
14|16|22|21|40|57
14|17|1|43|0|2
15|0|1|0|2|42
15|1|1|2|43|0
15|2|44|5|7|79
15|3|45|12|58|28
15|4|13|37|14|59
15|5|0|2|3|43
15|6|39|19|10|20
15|7|13|21|22|47
15|8|48|14|24|49
15|9|25|50|65|80
15|10|11|47|61|29
15|11|2|1|43|53
15|12|44|54|8|81
15|13|11|34|35|45
15|14|13|37|55|14
15|15|9|10|56|68
15|16|21|22|57|58
15|17|1|43|2|0
16|0|1|0|2|42
16|1|1|2|0|4
16|2|44|7|5|48
16|3|9|10|11|58
16|4|13|14|15|59
16|5|0|3|2|17
16|6|10|20|19|39
16|7|21|13|22|60
16|8|14|5|48|49
16|9|25|65|51|50
16|10|11|61|47|30
16|11|1|2|4|0
16|12|44|8|5|54
16|13|11|34|64|30
16|14|13|14|16|37
16|15|9|10|28|38
16|16|21|22|58|39
16|17|1|0|43|2
17|0|1|0|2|42
17|1|1|43|2|4
17|2|44|5|7|8
17|3|9|45|39|11
17|4|13|14|37|59
17|5|0|3|2|17
17|6|39|19|20|10
17|7|21|13|22|60
17|8|14|67|37|49
17|9|25|50|28|51
17|10|11|30|52|47
17|11|1|2|3|0
17|12|44|54|5|8
17|13|11|30|35|34
17|14|13|14|37|16
17|15|9|10|56|51
17|16|21|22|58|39
17|17|1|0|43|2
18|0|1|0|2|42
18|1|1|0|3|43
18|2|44|7|6|48
18|3|9|10|11|67
18|4|13|14|37|15
18|5|0|3|2|1
18|6|9|19|10|20
18|7|21|22|47|13
18|8|7|14|48|49
18|9|25|65|26|28
18|10|11|61|29|47
18|11|1|0|2|3
18|12|44|54|8|5
18|13|11|34|35|30
18|14|14|13|37|55
18|15|9|10|38|28
18|16|21|22|58|39
18|17|1|0|43|3
19|0|0|1|2|42
19|1|2|1|43|4
19|2|44|8|7|5
19|3|28|67|45|12
19|4|13|14|59|37
19|5|0|2|3|17
19|6|39|19|20|39
19|7|13|13|22|46
19|8|48|49|67|14
19|9|25|28|50|65
19|10|11|47|30|29
19|11|1|2|53|43
19|12|44|8|33|54
19|13|11|30|34|35
19|14|13|14|37|16
19|15|9|56|10|68
19|16|22|21|58|57
19|17|43|1|0|2
20|0|0|2|1|41
20|1|1|43|0|2
20|2|44|5|8|48
20|3|9|10|45|58
20|4|13|37|14|55
20|5|0|2|3|41
20|6|9|39|10|20
20|7|21|22|13|72
20|8|5|49|14|44
20|9|25|65|50|82
20|10|11|29|47|83
20|11|1|2|0|43
20|12|44|54|8|5
20|13|11|34|64|45
20|14|13|55|37|14
20|15|9|10|38|56
20|16|21|22|58|57
20|17|0|43|1|41
21|0|1|2|0|42
21|1|1|2|4|43
21|2|44|5|7|8
21|3|9|28|45|76
21|4|13|59|15|37
21|5|84|84|84|84
21|6|84|84|84|84
21|7|84|84|84|84
21|8|84|84|84|84
21|9|84|84|84|84
21|10|84|84|84|84
21|11|84|84|84|84
21|12|84|84|84|84
21|13|84|84|84|84
21|14|84|84|84|84
21|15|84|84|84|84
21|16|84|84|84|84
21|17|84|84|84|84
22|0|1|42|2|0
22|1|1|43|2|0
22|2|44|5|7|48
22|3|12|45|58|67
22|4|13|37|59|85
22|5|2|17|0|3
22|6|19|39|10|20
22|7|13|21|22|47
22|8|48|49|37|67
22|9|25|65|50|51
22|10|11|47|61|84
22|11|2|1|43|4
22|12|44|54|8|5
22|13|11|34|35|30
22|14|13|16|14|37
22|15|10|9|28|68
22|16|22|84|40|58
22|17|43|1|0|2
23|0|2|0|2|42
23|1|1|2|43|0
23|2|44|7|48|5
23|3|9|58|45|67
23|4|13|37|14|15
23|5|0|3|2|4
23|6|9|39|10|20
23|7|21|13|22|60
23|8|14|49|37|67
23|9|25|50|65|28
23|10|11|29|47|30
23|11|1|4|2|3
23|12|44|54|8|5
23|13|11|34|45|35
23|14|13|14|16|55
23|15|9|10|38|68
23|16|22|21|39|58
23|17|1|0|43|2
24|0|1|0|17|2
24|1|1|43|2|0
24|2|44|5|48|7
24|3|28|45|12|9
24|4|13|14|59|37
24|5|0|3|2|17
24|6|19|10|39|86
24|7|21|22|13|60
24|8|48|49|5|7
24|9|25|65|50|51
24|10|11|30|47|61
24|11|1|2|43|17
24|12|44|54|8|5
24|13|11|30|34|45
24|14|13|14|55|37
24|15|9|10|28|56
24|16|21|22|58|57
24|17|1|43|0|3
25|0|1|0|3|2
25|1|1|2|0|43
25|2|44|5|7|8
25|3|9|45|11|10
25|4|13|59|14|37
25|5|0|3|2|17
25|6|10|19|20|39
25|7|21|22|13|47
25|8|48|14|49|37
25|9|25|50|28|65
25|10|11|47|61|34
25|11|1|43|2|3
25|12|44|8|54|5
25|13|11|34|35|30
25|14|13|14|16|37
25|15|9|10|68|56
25|16|21|22|58|57
25|17|1|43|3|0
26|0|1|0|2|42
26|1|1|2|4|43
26|2|44|5|6|66
26|3|9|76|67|58
26|4|13|37|14|15
26|5|2|0|43|3
26|6|9|10|20|76
26|7|13|21|22|60
26|8|14|37|44|67
26|9|25|65|51|50
26|10|11|30|70|83
26|11|2|1|4|43
26|12|44|5|66|75
26|13|11|35|34|30
26|14|13|14|37|55
26|15|9|10|38|56
26|16|22|21|58|39
26|17|1|2|0|43
27|0|0|1|2|87
27|1|1|2|0|3
27|2|44|24|7|5
27|3|9|10|20|28
27|4|13|37|16|15
27|5|0|3|2|17
27|6|19|9|20|10
27|7|21|22|13|47
27|8|49|24|48|14
27|9|25|65|51|50
27|10|11|61|88|70
27|11|0|2|43|89
27|12|44|8|54|5
27|13|11|34|35|36
27|14|13|16|37|49
27|15|9|10|38|56
27|16|21|22|40|58
27|17|1|0|2|43
28|0|1|2|42|17
28|1|1|2|4|43
28|2|44|7|48|7
28|3|12|76|76|45
28|4|13|37|37|14
28|5|2|3|0|17
28|6|39|20|19|10
28|7|21|13|22|47
28|8|49|84|14|37
28|9|25|50|65|65
28|10|11|47|61|29
28|11|1|2|53|43
28|12|44|8|54|33
28|13|11|34|35|30
28|14|13|37|16|14
28|15|9|10|56|68
28|16|22|21|39|57
28|17|1|43|2|0
29|0|1|2|17|0
29|1|1|2|4|43
29|2|44|5|7|48
29|3|28|45|67|9
29|4|13|37|59|14
29|5|2|0|3|17
29|6|10|19|20|39
29|7|13|22|77|21
29|8|48|49|37|14
29|9|25|28|50|51
29|10|11|47|30|29
29|11|2|1|43|43
29|12|44|54|5|66
29|13|35|11|34|45
29|14|13|37|14|16
29|15|9|10|56|56
29|16|21|22|90|40
29|17|1|0|43|2
30|0|1|17|43|2
30|1|1|41|43|0
30|2|44|5|7|6
30|3|9|28|58|45
30|4|13|37|14|91
30|5|4|2|0|17
30|6|39|10|19|20
30|7|21|22|13|60
30|8|37|48|7|14
30|9|27|50|28|25
30|10|11|61|52|47
30|11|2|1|53|4
30|12|8|44|33|54
30|13|34|11|92|30
30|14|13|14|37|55
30|15|9|68|10|28
30|16|57|21|40|22
30|17|1|43|2|3
31|0|0|1|2|3
31|1|1|2|0|43
31|2|44|5|7|6
31|3|9|10|58|45
31|4|13|15|59|14
31|5|0|3|2|43
31|6|9|10|39|20
31|7|22|21|13|72
31|8|48|49|44|5
31|9|25|28|50|62
31|10|11|30|29|83
31|11|0|2|1|43
31|12|44|5|54|8
31|13|11|34|64|30
31|14|13|16|14|55
31|15|9|10|38|51
31|16|22|21|39|40
31|17|0|43|1|2
32|0|1|2|0|17
32|1|1|2|4|43
32|2|44|7|8|5
32|3|45|28|84|67
32|4|13|59|14|37
32|5|2|0|17|84
32|6|19|84|10|20
32|7|13|21|22|46
32|8|49|14|48|48
32|9|25|65|50|28
32|10|11|47|29|30
32|11|84|1|2|43
32|12|44|8|54|33
32|13|11|34|30|35
32|14|13|37|14|16
32|15|9|10|68|56
32|16|21|22|40|57
32|17|1|43|0|2
33|0|0|1|2|43
33|1|2|1|43|41
33|2|44|5|7|73
33|3|9|10|39|45
33|4|13|59|37|16
33|5|0|3|2|17
33|6|9|19|20|39
33|7|21|22|13|60
33|8|49|67|5|44
33|9|25|65|50|65
33|10|11|47|30|83
33|11|1|0|2|43
33|12|44|54|5|8
33|13|11|34|64|30
33|14|13|37|16|14
33|15|9|10|56|38
33|16|21|22|39|57
33|17|1|0|2|43
34|0|1|0|2|42
34|1|1|43|2|4
34|2|44|7|48|8
34|3|9|10|39|20
34|4|13|37|59|14
34|5|0|3|2|17
34|6|9|19|10|39
34|7|21|13|22|93
34|8|7|49|48|44
34|9|25|51|65|50
34|10|11|47|34|29
34|11|1|43|2|53
34|12|44|8|5|94
34|13|11|34|35|36
34|14|13|14|37|16
34|15|9|10|38|56
34|16|22|21|58|39
34|17|1|43|2|41
35|0|1|0|2|42
35|1|1|2|0|43
35|2|44|44|44|44
35|3|9|9|9|9
35|4|13|13|13|13
35|5|2|0|3|2
35|6|9|9|9|9
35|7|21|22|13|13
35|8|48|5|49|14
35|9|25|25|25|25
35|10|11|11|11|11
35|11|1|2|0|1
35|12|44|44|44|44
35|13|11|34|11|11
35|14|13|16|13|13
35|15|9|10|10|9
35|16|21|22|58|39
35|17|1|0|2|0
36|0|0|42|1|2
36|1|1|0|43|2
36|2|44|48|5|7
36|3|9|10|11|12
36|4|13|15|16|59
36|5|0|3|2|43
36|6|10|9|39|19
36|7|21|22|13|77
36|8|48|49|24|5
36|9|25|51|50|80
36|10|11|30|61|47
36|11|0|1|2|42
36|12|44|54|8|5
36|13|11|34|64|30
36|14|13|55|16|14
36|15|9|10|38|28
36|16|22|21|58|40
36|17|0|1|43|3
37|0|1|2|17|0
37|1|1|2|4|43
37|2|7|44|5|48
37|3|45|67|28|45
37|4|13|37|37|59
37|5|2|3|0|43
37|6|19|39|20|10
37|7|13|21|22|47
37|8|37|14|67|49
37|9|25|28|50|65
37|10|11|29|47|30
37|11|1|2|43|53
37|12|44|8|54|33
37|13|34|11|35|30
37|14|37|13|14|16
37|15|9|10|56|68
37|16|22|21|57|40
37|17|1|43|2|0
38|0|2|0|1|42
38|1|1|2|43|0
38|2|71|7|8|48
38|3|9|45|58|10
38|4|13|59|14|37
38|5|2|0|3|17
38|6|19|20|10|39
38|7|21|22|13|47
38|8|48|49|14|67
38|9|25|28|50|80
38|10|11|30|47|29
38|11|1|2|53|17
38|12|44|8|54|5
38|13|11|34|30|35
38|14|13|14|37|15
38|15|9|10|68|38
38|16|22|21|58|39
38|17|1|0|43|2
39|0|1|2|3|0
39|1|1|2|0|3
39|2|7|44|6|5
39|3|9|10|39|45
39|4|13|15|37|59
39|5|0|3|2|43
39|6|10|19|39|9
39|7|21|13|22|60
39|8|37|7|48|49
39|9|25|65|50|51
39|10|11|61|47|29
39|11|0|3|1|2
39|12|44|33|8|54
39|13|11|35|34|92
39|14|13|15|37|14
39|15|10|9|56|68
39|16|21|22|39|40
39|17|1|3|0|43
40|0|1|0|2|42
40|1|1|2|0|4
40|2|44|5|7|73
40|3|9|10|58|39
40|4|13|16|59|15
40|5|0|2|3|42
40|6|9|20|39|10
40|7|13|21|22|60
40|8|48|5|44|6
40|9|25|84|84|84
40|10|11|70|47|61
40|11|1|2|0|3
40|12|44|5|73|54
40|13|11|64|34|36
40|14|13|16|55|37
40|15|9|10|95|9
40|16|21|22|58|39
40|17|1|0|2|3
41|0|1|0|2|41
41|1|1|2|4|0
41|2|44|5|7|73
41|3|9|10|28|64
41|4|13|14|37|16
41|5|3|0|2|43
41|6|9|20|10|39
41|7|21|22|13|60
41|8|49|14|5|24
41|9|28|50|25|51
41|10|11|61|47|29
41|11|1|43|2|0
41|12|44|5|8|33
41|13|11|34|45|64
41|14|13|14|37|55
41|15|9|10|68|28
41|16|22|21|58|39
41|17|1|2|0|0
42|0|1|0|42|2
42|1|1|2|43|4
42|2|44|5|7|6
42|3|9|45|28|58
42|4|13|14|59|37
42|5|0|2|3|17
42|6|9|20|19|39
42|7|13|21|22|47
42|8|49|14|44|67
42|9|25|50|28|65
42|10|11|29|47|30
42|11|1|43|2|53
42|12|44|8|5|54
42|13|11|34|30|35
42|14|13|14|16|37
42|15|9|10|56|68
42|16|22|21|58|57
42|17|1|43|0|2
43|0|1|2|0|17
43|1|1|43|2|4
43|2|44|5|7|8
43|3|45|67|28|12
43|4|13|37|59|14
43|5|0|2|3|17
43|6|84|39|19|20
43|7|21|22|13|47
43|8|49|14|48|67
43|9|25|50|28|65
43|10|11|29|47|30
43|11|1|2|43|0
43|12|44|8|54|5
43|13|11|34|30|35
43|14|13|37|14|16
43|15|9|10|56|68
43|16|22|21|58|57
43|17|1|43|0|2
44|0|0|1|2|17
44|1|1|0|2|4
44|2|44|33|7|48
44|3|9|10|11|39
44|4|13|37|16|14
44|5|0|3|2|41
44|6|10|19|9|39
44|7|21|22|13|60
44|8|44|49|48|24
44|9|25|80|38|26
44|10|11|61|47|34
44|11|3|1|0|2
44|12|44|33|5|66
44|13|11|34|36|35
44|14|13|16|37|14
44|15|9|10|38|95
44|16|22|21|58|39
44|17|0|1|3|2
45|0|0|1|2|42
45|1|1|2|43|4
45|2|44|7|5|54
45|3|9|28|45|58
45|4|13|14|59|37
45|5|0|3|2|17
45|6|9|10|20|39
45|7|21|13|22|47
45|8|49|48|7|5
45|9|25|28|65|50
45|10|11|47|83|29
45|11|1|2|43|4
45|12|44|54|8|5
45|13|11|34|64|92
45|14|13|14|37|49
45|15|9|10|56|68
45|16|22|21|58|57
45|17|1|0|2|43
46|0|1|0|2|42
46|1|1|2|4|0
46|2|44|5|7|48
46|3|9|12|58|10
46|4|13|37|14|59
46|5|0|2|3|43
46|6|19|39|20|10
46|7|21|22|13|47
46|8|14|49|48|37
46|9|25|65|62|50
46|10|11|29|83|47
46|11|1|2|53|43
46|12|44|54|33|8
46|13|11|34|92|30
46|14|13|14|37|15
46|15|9|68|10|56
46|16|21|22|58|39
46|17|1|0|2|1
47|0|0|1|2|42
47|1|1|2|43|4
47|2|44|5|7|71
47|3|9|45|10|39
47|4|13|14|59|37
47|5|0|3|2|43
47|6|10|20|39|19
47|7|21|22|13|47
47|8|14|49|48|7
47|9|25|50|28|65
47|10|11|47|96|29
47|11|2|1|0|43
47|12|44|8|54|33
47|13|11|34|45|64
47|14|13|14|37|16
47|15|9|10|56|38
47|16|22|21|40|58
47|17|1|0|2|43
48|0|1|2|0|42
48|1|1|43|2|4
48|2|44|5|7|48
48|3|9|28|10|12
48|4|13|37|59|14
48|5|0|2|3|43
48|6|39|19|20|10
48|7|13|21|22|46
48|8|14|48|49|24
48|9|25|50|65|28
48|10|11|29|47|61
48|11|1|0|43|53
48|12|44|54|8|33
48|13|84|11|35|30
48|14|13|14|16|37
48|15|9|10|56|68
48|16|22|21|58|40
48|17|43|1|2|0
49|0|1|2|42|0
49|1|1|43|2|4
49|2|44|7|24|48
49|3|9|12|45|76
49|4|13|14|37|16
49|5|0|2|3|4
49|6|9|20|39|19
49|7|13|21|22|60
49|8|14|44|37|49
49|9|25|50|62|28
49|10|11|61|47|30
49|11|2|1|0|53
49|12|44|5|33|54
49|13|11|34|64|30
49|14|13|14|37|16
49|15|9|10|38|97
49|16|21|22|39|58
49|17|1|43|0|2
50|0|0|1|1|42
50|1|1|2|4|43
50|2|44|5|7|48
50|3|12|9|45|28
50|4|13|37|59|14
50|5|0|2|3|17
50|6|10|39|19|20
50|7|13|21|22|60
50|8|14|48|49|67
50|9|25|50|50|50
50|10|11|47|47|47
50|11|1|2|43|43
50|12|44|8|8|8
50|13|11|34|30|30
50|14|13|37|37|14
50|15|9|10|68|68
50|16|22|21|57|57
50|17|1|0|43|43
51|0|1|3|2|0
51|1|1|43|4|0
51|2|44|48|33|7
51|3|10|39|9|45
51|4|13|14|15|37
51|5|3|0|43|2
51|6|10|39|9|20
51|7|21|22|60|47
51|8|49|5|98|7
51|9|65|25|50|51
51|10|11|29|61|34
51|11|1|3|0|2
51|12|44|54|33|8
51|13|11|34|36|92
51|14|13|14|15|37
51|15|10|9|38|25
51|16|21|58|39|22
51|17|1|0|3|43
52|0|1|0|2|42
52|1|1|2|0|4
52|2|44|5|8|7
52|3|45|12|9|67
52|4|13|14|15|59
52|5|0|3|2|3
52|6|10|39|9|19
52|7|21|22|13|47
52|8|48|14|49|24
52|9|25|50|51|80
52|10|11|29|47|30
52|11|1|2|53|43
52|12|44|8|5|66
52|13|11|34|45|30
52|14|13|16|37|14
52|15|9|10|38|68
52|16|22|21|58|39
52|17|1|0|2|43
53|0|1|0|2|42
53|1|2|1|4|43
53|2|44|7|5|8
53|3|58|67|45|28
53|4|13|59|15|37
53|5|2|0|3|17
53|6|19|39|20|99
53|7|13|21|22|47
53|8|14|49|48|37
53|9|25|28|50|27
53|10|11|47|30|29
53|11|2|1|3|43
53|12|44|54|8|33
53|13|11|34|35|30
53|14|13|14|37|16
53|15|9|10|68|56
53|16|22|21|58|57
53|17|2|0|1|43
54|0|0|1|2|17
54|1|2|1|3|4
54|2|44|5|7|71
54|3|9|58|45|12
54|4|13|14|16|15
54|5|3|0|2|17
54|6|9|10|39|20
54|7|21|22|13|60
54|8|14|7|5|49
54|9|28|25|50|62
54|10|11|83|34|47
54|11|3|1|2|43
54|12|44|5|54|94
54|13|11|34|35|36
54|14|13|16|14|49
54|15|9|10|28|56
54|16|22|21|58|39
54|17|0|1|2|3
55|0|0|2|1|84
55|1|1|2|43|84
55|2|44|5|48|84
55|3|9|10|58|64
55|4|13|16|15|37
55|5|0|3|2|17
55|6|9|10|86|39
55|7|13|21|22|60
55|8|5|7|48|14
55|9|65|25|50|62
55|10|11|83|30|61
55|11|2|1|43|0
55|12|44|5|32|75
55|13|11|34|64|30
55|14|13|16|15|55
55|15|9|10|56|68
55|16|22|21|58|39
55|17|43|1|0|2
56|0|2|1|0|42
56|1|1|2|41|4
56|2|44|5|7|48
56|3|9|76|45|28
56|4|13|37|59|14
56|5|3|0|2|17
56|6|19|39|20|10
56|7|21|13|22|47
56|8|24|49|48|67
56|9|25|50|65|51
56|10|11|47|30|29
56|11|1|2|43|53
56|12|44|54|8|33
56|13|11|34|30|35
56|14|13|55|37|14
56|15|9|10|56|68
56|16|22|21|57|40
56|17|0|1|43|2
57|0|0|1|42|2
57|1|1|0|43|4
57|2|44|7|5|24
57|3|9|11|10|20
57|4|13|15|14|59
57|5|3|2|0|43
57|6|9|39|10|19
57|7|21|22|13|77
57|8|24|49|48|14
57|9|25|51|28|65
57|10|11|29|61|47
57|11|3|2|43|1
57|12|44|54|8|5
57|13|11|34|36|35
57|14|13|15|14|16
57|15|9|10|38|56
57|16|22|21|12|58
57|17|1|0|43|2
58|0|0|1|2|3
58|1|1|2|43|41
58|2|44|7|5|48
58|3|67|45|28|12
58|4|13|59|14|37
58|5|2|0|3|17
58|6|20|10|39|19
58|7|21|22|13|47
58|8|49|14|67|48
58|9|25|50|84|65
58|10|11|47|29|30
58|11|0|1|43|89
58|12|44|8|54|32
58|13|11|34|30|35
58|14|13|37|14|100
58|15|10|9|68|56
58|16|22|21|57|40
58|17|1|0|43|2
59|0|0|1|2|3
59|1|1|84|3|2
59|2|44|5|7|71
59|3|9|10|64|39
59|4|13|100|55|14
59|5|0|3|1|2
59|6|9|39|10|19
59|7|22|21|13|72
59|8|5|44|49|48
59|9|25|65|26|82
59|10|11|30|83|47
59|11|0|3|1|63
59|12|44|5|54|8
59|13|11|34|64|92
59|14|13|14|16|55
59|15|9|10|101|25
59|16|22|21|39|58
59|17|0|1|2|3
60|0|0|1|2|17
60|1|1|2|0|43
60|2|44|7|5|7
60|3|9|45|39|11
60|4|13|37|59|14
60|5|0|2|3|43
60|6|39|19|9|20
60|7|21|22|13|60
60|8|49|44|14|67
60|9|25|50|65|28
60|10|11|29|61|70
60|11|1|2|53|43
60|12|44|32|8|54
60|13|11|34|35|84
60|14|13|37|16|14
60|15|9|10|56|68
60|16|22|21|40|39
60|17|1|0|43|2
61|0|0|1|2|42
61|1|1|43|4|0
61|2|44|5|6|7
61|3|9|10|39|11
61|4|13|15|14|37
61|5|0|3|2|17
61|6|9|39|10|20
61|7|21|22|13|72
61|8|48|5|7|98
61|9|65|25|51|62
61|10|11|61|47|29
61|11|3|2|43|1
61|12|44|5|54|66
61|13|11|34|64|30
61|14|13|37|15|14
61|15|9|10|97|101
61|16|21|22|58|39
61|17|1|43|0|2
62|0|1|0|42|43
62|1|2|1|0|4
62|2|44|5|48|73
62|3|9|67|45|10
62|4|13|14|59|16
62|5|0|3|2|43
62|6|9|39|20|10
62|7|21|13|60|22
62|8|48|44|14|49
62|9|50|65|25|51
62|10|11|61|47|52
62|11|2|1|17|53
62|12|44|33|5|8
62|13|11|35|34|64
62|14|13|14|55|37
62|15|9|10|56|38
62|16|22|21|39|58
62|17|0|43|1|3
63|0|1|0|2|42
63|1|1|43|2|4
63|2|44|7|5|48
63|3|9|10|45|28
63|4|13|37|59|14
63|5|2|0|3|43
63|6|10|39|20|19
63|7|21|22|13|47
63|8|14|49|48|67
63|9|25|50|65|51
63|10|11|30|31|47
63|11|1|2|53|4
63|12|44|8|54|32
63|13|11|34|30|92
63|14|13|14|37|16
63|15|9|10|38|56
63|16|22|21|58|57
63|17|1|43|0|2
64|0|1|0|2|42
64|1|1|2|43|0
64|2|44|5|7|8
64|3|9|45|28|12
64|4|13|59|37|14
64|5|0|2|3|43
64|6|19|39|20|10
64|7|21|22|13|47
64|8|48|49|5|44
64|9|25|28|50|65
64|10|11|47|83|29
64|11|2|1|0|43
64|12|44|54|8|5
64|13|11|34|92|30
